Player,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,Team
ZachZBrzykcyBrzykcyP,0,0,14.29,6,0,0,0,0,0,5.2,9,9,9,2.0,0.0,3,4,2.12,.360,WSH
GarrettGBurhennBurhennP,0,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0.0,0.0,0,1,1.00,0.25,DET
BrockBBurkeBurkeP,14,11,4.04,145,7,0,0,0,8,202.2,194,101,91,32.0,8.0,60,197,1.25,.251,LAA
MikeMBurrowsBurrowsP,1,0,2.70,1,0,0,0,0,0,3.1,2,2,1,1.0,0.0,3,2,1.50,.182,PIT
AlanABusenitzBusenitzP,5,2,4.90,60,0,0,0,0,3,68.0,76,43,37,13.0,2.0,24,57,1.47,.287,CIN
JoseJCabreraCabreraP,19,17,4.95,198,11,0,0,4,13,271.0,291,161,149,42.0,14.0,94,192,1.42,.278,AZ
NoahNCameronCameronP,0,0,0.00,1,0,0,0,0,0,2.0,1,0,0,0.0,0.0,0,1,0.50,0.167,KC
YennierYCanoCanoP,6,8,3.64,155,0,0,0,13,22,150.2,140,66,61,13.0,5.0,53,151,1.28,.247,BAL
MattMCanterinoCanterinoP,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0.0,0.0,3,1,3.00,0.0,MIN
JuanJCarelaCarelaP,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0.0,1.0,0,1,0.00,0.0,CWS
CarlosCCarrascoCarrascoP,110,103,4.14,324,277,11,4,2,3,1641.2,1612,796,756,211.0,56.0,451,1662,1.26,.256,NYY
BenBCaspariusCaspariusP,2,0,2.16,3,0,0,0,0,0,8.1,9,3,2,0.0,0.0,4,12,1.56,.273,LAD
LuisFLCastilloCastilloP,0,0,0.00,3,0,0,0,0,0,3.2,2,0,0,0.0,0.0,0,4,0.55,.143,SEA
LuisLCastilloCastilloP,73,76,3.56,211,211,1,0,0,0,1230.0,1040,532,486,151.0,41.0,407,1331,1.18,.227,SEA
KervinKCastroCastroP,1,2,4.91,20,0,0,0,0,0,25.2,28,15,14,3.0,0.0,11,24,1.52,.280,NYY
ManuelMCastroCastroP,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0.0,0.0,0,1,0.00,0.0,SD
YordinYChalasChalasP,0,1,0.00,1,0,0,0,0,0,1.0,1,1,0,0.0,0.0,0,1,1.00,0.25,AZ
BubbaRChandlerChandlerP,0,0,9.00,1,0,0,0,0,0,1.0,1,1,1,0.0,0.0,1,1,2.00,0.333,PIT
JTJChargoisChargoisP,16,7,3.35,244,8,0,0,1,15,231.1,185,90,86,25.0,15.0,88,220,1.18,.223,TEX
JesseJChavezChavezP,51,65,4.24,653,85,0,0,9,36,1134.0,1145,583,534,163.0,30.0,358,1036,1.33,.261,TEX
WillMChildersChildersP,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0.0,0.0,1,1,1.00,0.0,MIL
HaroldHChirinoChirinoP,0,0,0.00,2,0,0,0,0,0,2.0,1,0,0,0.0,0.0,0,1,0.50,0.167,SD
MarcMChurchChurchP,0,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0.0,0.0,0,1,1.00,.250,TEX
TaylorTClarkeClarkeP,15,15,5.03,183,22,0,0,7,16,279.1,294,173,156,53.0,10.0,97,260,1.40,.269,KC
NolanNClenneyClenneyP,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0.0,0.0,0,1,0.00,0.0,CHC
DylanDColemanColemanP,5,4,3.84,97,1,0,0,0,4,93.2,70,46,40,8.0,11.0,58,100,1.37,.207,BAL
BillyWCorcoranCorcoranP,0,0,18.00,1,0,0,0,0,0,1.0,1,2,2,1.0,0.0,1,1,2.00,0.25,AZ
ChrisCCortezCortezP,0,0,40.50,1,0,0,0,0,0,0.2,2,3,3,0.0,1.0,2,1,6.00,0.5,LAA
NabilNCrismattCrismattP,9,6,3.71,114,1,0,0,0,5,177.0,176,88,73,21.0,11.0,54,162,1.30,.258,PHI
OmarOCruzCruzP,0,0,0.00,2,0,0,0,0,0,3.0,3,0,0,0.0,0.0,0,1,1.00,0.273,SD
JoseJCuasCuasP,7,4,4.37,132,2,0,0,2,5,119.1,121,63,58,14.0,18.0,69,122,1.59,.261,PHI
LuisLCurveloCurveloP,0,1,9.00,1,0,0,0,0,0,1.0,0,1,1,0.0,0.0,2,1,2.00,0.0,TEX
CadenCDanaDanaP,1,2,9.58,3,3,0,0,0,0,10.1,14,12,11,5.0,1.0,7,8,2.03,.326,LAA
DavisDDanielDanielP,2,5,5.06,9,6,0,0,0,0,42.2,46,25,24,6.0,1.0,15,37,1.43,.272,ATL
AaronADavenportDavenportP,0,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0.0,0.0,0,1,1.00,0.25,CLE
YerryYDeLosSantosDeLosSantosP,1,4,4.14,48,0,0,0,3,5,50.0,39,28,23,4.0,2.0,24,44,1.26,.210,NYY
MiguelMDelPozoDelPozoP,1,1,9.82,27,0,0,0,0,2,18.1,25,20,20,3.0,0.0,18,17,2.35,.333,SF
ReidRDetmersDetmersP,16,28,4.90,75,75,1,1,0,0,385.2,375,221,210,55.0,25.0,155,418,1.37,.253,LAA
TreyTDombroskiDombroskiP,0,0,0.00,1,0,0,0,0,0,2.0,1,0,0,0.0,0.0,0,1,0.50,0.143,HOU
SeranthonySDomnguezDomnguezP,19,19,3.59,255,0,0,0,38,55,243.1,192,107,97,30.0,14.0,99,281,1.20,.211,BAL
CamiloCDovalDovalP,22,16,3.33,228,0,0,0,92,111,221.1,178,104,82,16.0,14.0,104,282,1.27,.218,SF
TommyTDoyleDoyleP,0,1,8.31,18,0,0,0,0,2,26.0,29,24,24,5.0,0.0,17,20,1.77,.282,COL
JustinJDunnDunnP,6,7,4.44,32,32,0,0,0,0,133.2,102,67,66,27.0,9.0,86,113,1.41,.211,CWS
JhoanJDuranDuranP,11,19,2.59,174,0,0,0,58,65,184.1,144,70,53,16.0,14.0,56,239,1.08,.216,MIN
JhonathanJDazDazP,2,2,4.80,16,7,0,0,0,0,45.0,51,28,24,4.0,3.0,27,32,1.73,.283,SEA
MiguelMDazDazP,6,2,4.81,88,8,0,0,1,1,127.1,109,72,68,22.0,5.0,64,132,1.36,.230,SF
JakeJEderEderP,0,0,4.50,1,0,0,0,0,0,2.0,2,1,1,0.0,1.0,1,1,1.50,.286,CWS
MagnusMEllertsEllertsP,0,0,13.50,1,0,0,0,0,0,0.2,0,1,1,0.0,0.0,2,1,3.00,0.0,CLE
NathanNEovaldiEovaldiP,91,81,4.07,294,275,4,2,0,1,1572.1,1571,752,711,178.0,48.0,445,1358,1.28,.259,TEX
JaydennJEstanistaEstanistaP,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0.0,0.0,0,1,0.00,0.0,PHI
BuckBFarmerFarmerP,24,30,4.71,417,22,0,0,6,19,513.2,484,282,269,71.0,33.0,236,486,1.40,.249,ATL
CalebCFergusonFergusonP,19,13,3.68,263,14,0,0,6,16,261.2,241,127,107,30.0,23.0,107,314,1.33,.240,PIT
TylerTFergusonFergusonP,4,2,3.68,48,0,0,0,2,4,51.1,32,23,21,4.0,2.0,24,62,1.09,.178,ATH
JoseJFerminFerminP,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0.0,0.0,0,1,0.00,0.0,LAA
RyanRFernandezFernandezP,1,6,3.51,62,0,0,0,2,5,66.2,58,30,26,4.0,2.0,32,71,1.35,.236,STL
JulianJulFernndezFernndezP,0,0,10.80,6,0,0,0,0,0,6.2,9,8,8,2.0,0.0,4,4,1.95,.310,LAD
JoseJFleuryFleuryP,0,0,4.50,1,0,0,0,1,1,2.0,2,1,1,0.0,1.0,0,1,1.00,0.25,HOU
TaylorTFloydFloydP,0,0,0.00,1,0,0,0,0,0,0.2,0,0,0,0.0,0.0,0,1,0.00,0.0,SEA
MichaelMFlynnFlynnP,0,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0.0,0.0,0,1,1.00,0.333,TB
ZachZFogellFogellP,0,1,162.00,1,0,0,0,0,1,0.1,3,6,6,0.0,1.0,2,1,15.00,0.75,BOS
CameronCFosterFosterP,0,0,4.50,1,0,0,0,0,1,2.0,2,1,1,0.0,0.0,1,1,1.50,0.286,NYM
CarlosACFranciscoFranciscoP,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0.0,0.0,1,1,1.00,0.0,PHI
NickNFrassoFrassoP,0,0,0.00,1,1,0,0,0,0,1.0,0,0,0,0.0,0.0,0,1,0.00,0.0,LAD
LuisLFrasFrasP,2,2,7.38,58,0,0,0,0,2,61.0,74,51,50,6.0,3.0,46,55,1.97,.300,CLE
MichaelMFulmerFulmerP,37,50,3.94,262,90,2,1,19,30,674.0,635,322,295,74.0,35.0,216,575,1.26,.250,BOS
MattMGageGageP,0,1,1.83,16,0,0,0,0,1,19.2,12,6,4,2.0,1.0,9,20,1.07,.188,DET
GiovannyGGallegosGallegosP,18,21,3.49,311,0,0,0,45,69,335.2,256,136,130,44.0,9.0,88,396,1.02,.209,LAD
DeiviDGarcaGarcaP,4,7,5.02,30,8,0,0,2,3,71.2,68,52,40,11.0,3.0,33,65,1.41,.245,MIL
LuisLGarcaGarcaP,26,28,4.14,545,4,0,0,15,36,528.0,517,269,243,51.0,26.0,231,499,1.42,.253,LAD
TristanTGarnettGarnettP,0,0,13.50,1,0,0,0,0,0,0.2,0,1,1,0.0,0.0,3,1,4.50,0.0,PHI
ReedRGarrettGarrettP,9,6,5.22,84,0,0,0,4,10,101.2,109,65,59,13.0,5.0,58,115,1.64,.277,NYM
JordanJGeberGeberP,0,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0.0,0.0,1,1,2.00,0.25,NYM
IanIGibautGibautP,10,8,4.10,137,0,0,0,4,13,147.0,141,73,67,16.0,8.0,68,152,1.42,.254,CIN
SpencerSGiestingGiestingP,0,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0.0,0.0,0,1,1.00,0.333,AZ
TylerTGilbertGilbertP,2,7,4.23,34,13,1,1,0,1,100.0,92,51,47,15.0,3.0,30,68,1.22,.246,CWS
DomingoDGonzalezGonzalezP,0,0,0.00,2,0,0,0,0,0,2.0,1,0,0,0.0,1.0,2,1,1.50,0.167,ATL
WikelmanWGonzalezGonzalezP,0,0,18.00,1,0,0,0,0,0,1.0,2,2,2,2.0,0.0,0,1,2.00,0.4,CWS
ColtonCGordonGordonP,0,1,13.50,1,1,0,0,0,0,1.1,4,4,2,1.0,0.0,1,1,3.75,0.5,HOU
AnthonyAGoseGoseP,3,0,4.78,31,0,0,0,0,1,32.0,26,19,17,6.0,1.0,17,41,1.34,.218,NYM
AndreAGranilloGranilloP,0,0,0.00,1,0,0,0,0,0,0.2,2,2,0,0.0,0.0,1,1,4.50,0.4,STL
JonJGrayGrayP,74,70,4.45,228,223,2,1,0,0,1216.2,1191,641,602,155.0,51.0,401,1211,1.31,.256,TEX
GerardoGGutierrezGutierrezP,0,0,9.00,2,0,0,0,0,1,2.0,3,2,2,1.0,0.0,0,1,1.50,0.375,AZ
CarlosCGuzmanGuzmanP,0,0,6.75,1,0,0,0,0,0,1.1,1,1,1,0.0,0.0,1,1,1.50,0.2,NYM
SkylarSHalesHalesP,0,0,9.00,1,0,0,0,0,0,1.0,4,2,1,0.0,0.0,0,1,4.00,0.571,TEX
SethSHalvorsenHalvorsenP,2,1,1.46,12,0,0,0,2,3,12.1,8,3,2,2.0,1.0,2,13,0.81,.186,COL
DomDHamelHamelP,0,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0.0,0.0,0,1,1.00,0.25,NYM
DanDHammerHammerP,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0.0,0.0,1,1,1.00,0.0,TB
ThomasTHarringtonHarringtonP,0,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0.0,0.0,1,1,2.00,0.25,PIT
TrentTHarrisHarrisP,0,0,0.00,1,0,0,0,0,0,0.2,0,0,0,0.0,0.0,0,1,0.00,0.0,SF
JackJHartmanHartmanP,0,1,18.00,1,0,0,0,0,0,1.0,1,2,2,1.0,1.0,0,1,1.00,0.25,TB
DylanDHeidHeidP,0,0,36.00,1,0,0,0,0,0,1.0,3,4,4,1.0,0.0,1,1,4.00,0.5,BAL
TommyTHenryHenryP,10,11,5.11,35,32,0,0,0,0,174.1,182,101,99,31.0,11.0,74,130,1.47,.268,AZ
JimmyJHergetHergetP,7,9,3.54,129,3,0,0,9,19,155.0,135,63,61,18.0,10.0,47,141,1.17,.236,COL
KevinKHergetHergetP,1,3,4.64,24,0,0,0,2,2,42.2,41,22,22,5.0,2.0,9,26,1.17,.248,NYM
JoseEJHernandezHernandezP,2,4,4.82,57,0,0,0,1,3,56.0,52,32,30,10.0,1.0,26,66,1.39,.239,LAD
NickNHernandezHernandezP,0,0,9.00,7,0,0,0,0,0,11.0,13,11,11,5.0,2.0,5,15,1.64,.289,HOU
JonathanJHernndezHernndezP,13,8,4.29,127,3,0,0,4,12,153.0,140,82,73,17.0,10.0,81,150,1.44,.245,TB
CodiCHeuerHeuerP,10,4,3.56,86,0,0,0,3,6,91.0,77,38,36,8.0,2.0,32,81,1.20,.232,TEX
JakeJHigginbothamHigginbothamP,0,1,10.80,2,0,0,0,0,0,1.2,2,2,2,0.0,0.0,3,1,3.00,0.333,SD
CooperCHjerpeHjerpeP,0,0,9.00,1,0,0,0,0,0,1.0,3,1,1,0.0,0.0,1,1,4.00,0.5,STL
PorterPHodgeHodgeP,3,1,1.88,39,0,0,0,9,12,43.0,19,10,9,2.0,1.0,19,52,0.88,.132,CHC
GunnarGHoglundHoglundP,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0.0,0.0,0,1,0.00,0.0,ATH
GrantGHolmesHolmesP,2,1,3.56,26,7,0,0,0,1,68.1,66,27,27,7.0,2.0,15,70,1.19,.252,ATL
BlakeBHolubHolubP,0,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0.0,0.0,0,1,1.00,0.25,MIL
AdrianAHouserHouserP,32,39,4.21,152,104,1,1,1,1,608.2,594,326,285,63.0,26.0,244,484,1.38,.255,TEX
JoelJHurtadoHurtadoP,0,0,0.00,1,0,0,0,1,1,0.1,0,0,0,0.0,0.0,0,1,0.00,0.0,LAA
JairoJIriarteIriarteP,0,1,1.50,6,0,0,0,0,0,6.0,3,3,1,0.0,0.0,8,6,1.83,.143,CWS
GabrielGJacksonJacksonP,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0.0,0.0,1,1,3.00,0.0,BOS
JacksonJJobeJobeP,0,0,0.00,2,0,0,0,0,0,4.0,1,0,0,0.0,0.0,1,2,0.50,.071,DET
PiercePJohnsonJohnsonP,18,21,3.96,265,2,0,0,15,25,256.2,227,124,113,30.0,3.0,122,320,1.36,.236,ATL
RyanRJohnsonJohnsonP,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0.0,0.0,0,1,0.00,0.0,LAA
HaydenHJuengerJuengerP,0,0,0.00,1,0,0,0,1,1,1.0,0,0,0,0.0,0.0,1,1,1.00,0.0,TOR
JansonJJunkJunkP,1,3,6.75,15,7,0,0,0,0,40.0,60,35,30,10.0,0.0,11,34,1.78,.343,MIA
JaredJKarrosKarrosP,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0.0,0.0,0,1,0.00,0.0,LAD
MitchMKellerKellerP,36,50,4.59,133,131,2,1,0,0,701.2,743,381,358,82.0,48.0,248,687,1.41,.271,PIT
BryanBKingKingP,1,0,2.39,28,0,0,0,0,0,26.1,20,7,7,1.0,3.0,10,32,1.14,.211,HOU
GrantGKippKippP,0,0,0.00,1,0,0,0,0,0,1.1,0,0,0,0.0,0.0,1,1,0.75,0.0,CHC
MaxMKranickKranickP,2,3,5.56,11,9,0,0,0,0,43.2,50,28,27,4.0,4.0,22,36,1.65,.291,NYM
NickNKrauthKrauthP,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0.0,0.0,0,1,0.00,0.0,TEX
EvanEKravetzKravetzP,0,0,0.00,1,0,0,0,0,0,0.2,0,0,0,0.0,0.0,0,0,0.00,.000,CIN
AustinAKrobKrobP,0,0,9.00,1,0,0,0,0,0,1.0,1,1,1,0.0,1.0,2,1,3.00,0.333,SD
ChadCKuhlKuhlP,31,47,4.98,174,117,1,1,2,8,668.1,687,400,370,97.0,39.0,306,590,1.49,.270,ATL
CaseyCLawrenceLawrenceP,4,4,6.75,59,2,0,0,0,2,124.0,160,95,93,25.0,6.0,49,97,1.69,.314,SEA
KyleKLeahyLeahyP,1,2,4.65,36,0,0,0,1,2,50.1,44,27,26,5.0,2.0,15,35,1.17,.235,STL
ErickELealLealP,0,0,9.00,1,0,0,0,0,1,2.0,1,2,2,1.0,0.0,1,1,1.00,0.143,NYY
JordanJLeasureLeasureP,0,2,6.32,33,0,0,0,2,6,31.1,32,22,22,6.0,1.0,18,26,1.60,.267,CWS
JosJLeclercLeclercP,12,20,3.27,350,3,0,0,41,60,360.1,238,145,131,29.0,21.0,200,473,1.22,.186,ATH
CaseyCLeguminaLeguminaP,1,0,6.95,17,0,0,0,0,0,22.0,31,22,17,5.0,1.0,11,18,1.91,.323,SEA
JackJLeiterLeiterP,0,3,8.83,9,6,0,0,0,0,35.2,44,39,35,7.0,3.0,17,31,1.71,.297,TEX
MatthewMLiberatoreLiberatoreP,8,12,4.99,91,24,0,0,0,2,182.1,189,109,101,21.0,8.0,71,150,1.43,.269,STL
BrendonBLittleLittleP,1,3,4.27,50,0,0,0,1,5,46.1,43,24,22,8.0,2.0,20,36,1.36,.244,TOR
ChristianCLittleLittleP,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0.0,0.0,1,1,1.00,0.0,SEA
JackJLittleLittleP,0,0,27.00,1,0,0,0,0,0,1.0,4,3,3,0.0,0.0,0,1,4.00,0.571,LAD
BenBLivelyLivelyP,21,27,4.53,74,61,1,0,0,0,359.2,369,187,181,61.0,19.0,113,277,1.34,.264,CLE
WyattWLunsfordShenkmanLunsfordShenkmanP,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0.0,0.0,0,1,0.00,0.0,SEA
TommyTMaceMaceP,0,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0.0,0.0,0,1,1.00,0.25,CLE
AnthonyAMaldonadoMaldonadoP,1,1,5.68,16,1,0,0,1,2,19.0,21,12,12,1.0,0.0,7,11,1.47,.280,ATH
JoeyJManciniManciniP,0,1,27.00,1,0,0,0,0,0,1.0,1,3,3,0.0,1.0,2,1,3.00,0.25,HOU
JustinJMartinezMartinezP,5,6,3.70,74,0,0,0,9,11,82.2,72,40,34,4.0,4.0,47,105,1.44,.232,AZ
ZachZMaxwellMaxwellP,0,0,18.00,1,0,0,0,0,0,1.0,3,2,2,0.0,0.0,0,1,3.00,0.5,CIN
DustinDMayMayP,12,9,3.10,46,34,0,0,0,1,191.2,144,74,66,19.0,13.0,57,174,1.05,.206,LAD
TimTMayzaMayzaP,20,9,3.88,367,0,0,0,4,15,301.2,288,141,130,33.0,8.0,99,304,1.28,.250,PIT
GarrettGMcDanielsMcDanielsP,0,0,0.00,2,0,0,0,0,0,2.0,0,0,0,0.0,0.0,0,1,0.00,0.0,LAA
TrevorTMcDonaldMcDonaldP,0,0,0.00,1,0,0,0,0,0,3.0,0,0,0,0.0,0.0,1,1,0.33,.000,SF
EvanEMcKendryMcKendryP,0,0,81.00,1,0,0,0,0,0,0.2,5,6,6,0.0,0.0,1,1,9.00,0.714,MIL
TristonTMcKenzieMcKenzieP,21,29,3.98,84,80,0,0,0,0,436.1,324,198,193,72.0,10.0,173,458,1.14,.204,CLE
TreyTMcLoughlinMcLoughlinP,0,0,9.00,1,0,0,0,0,0,1.0,1,1,1,0.0,0.0,0,1,1.00,0.333,NYM
JohnJMcMillonMcMillonP,2,1,1.69,14,0,0,0,0,0,16.0,8,5,3,2.0,0.0,5,21,0.81,.148,PHI
VictorVMederosMederosP,0,1,10.80,7,0,0,0,0,1,8.1,12,10,10,1.0,1.0,9,8,2.52,.364,LAA
AdonisAMedinaMedinaP,1,1,5.35,19,2,0,0,1,1,35.1,42,23,21,2.0,7.0,13,27,1.56,.296,SEA
AntonioAMenendezMenendezP,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0.0,0.0,0,1,0.00,0.0,TB
JuanJMercedesMercedesP,0,0,0.00,1,0,0,0,0,0,2.0,3,1,0,0.0,0.0,1,1,2.00,0.375,SF
NickNMerkelMerkelP,0,0,0.00,2,0,0,0,0,0,0.2,0,0,0,0.0,0.0,0,1,0.00,0.0,MIL
RyanRMiddendorfMiddendorfP,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0.0,0.0,0,1,0.00,0.0,MIL
TysonTMillerMillerP,7,3,3.87,74,3,0,0,1,2,93.0,70,43,40,11.0,8.0,28,72,1.05,.209,CHC
WyattWMillsMillsP,0,1,6.21,38,0,0,0,0,0,42.0,45,29,29,2.0,6.0,20,37,1.55,.280,BOS
CamdenCMinacciMinacciP,0,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0.0,0.0,0,1,1.00,0.25,LAA
AnthonyAMisiewiczMisiewiczP,8,9,4.67,131,0,0,0,0,7,115.2,127,65,60,15.0,2.0,38,114,1.43,.279,MIN
JacobJMisiorowskiMisiorowskiP,1,0,18.00,1,1,0,0,0,0,1.0,1,2,2,0.0,0.0,3,1,4.00,0.25,MIL
CarmenCMlodzinskiMlodzinskiP,8,8,2.91,75,5,0,0,1,4,86.2,69,36,28,6.0,3.0,37,80,1.22,.219,PIT
PatrickPMonteverdeMonteverdeP,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0.0,1.0,0,1,0.00,0.0,MIA
LuisLMoralesMoralesP,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0.0,0.0,1,1,1.00,0.0,ATH
AdrianAMorejonMorejonP,10,5,4.15,110,9,0,0,2,4,138.2,148,71,64,19.0,2.0,44,144,1.38,.271,SD
NoahNMurdockMurdockP,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0.0,0.0,1,1,1.00,0.0,ATH
RodderyRMuozMuozP,2,7,6.53,18,17,0,0,0,0,82.2,89,66,60,26.0,5.0,42,70,1.58,.272,STL
NickNNastriniNastriniP,0,7,7.07,9,8,0,0,0,0,35.2,32,33,28,7.0,1.0,36,26,1.91,.234,CWS
KyleKNelsonNelsonP,9,5,4.26,133,3,0,0,0,5,114.0,106,59,54,16.0,6.0,41,113,1.29,.243,AZ
KyleKNicolasNicolasP,2,2,4.65,55,0,0,0,0,0,60.0,58,37,31,5.0,5.0,35,62,1.55,.257,PIT
CruzCNoriegaNoriegaP,0,0,0.00,1,0,0,0,1,1,1.0,0,0,0,0.0,0.0,0,1,0.00,0.0,KC
DanielDNunezNunezP,0,0,18.00,1,0,0,0,0,0,1.0,3,2,2,0.0,0.0,0,1,3.00,0.5,AZ
EduarnielENunezNunezP,0,0,0.00,2,0,0,0,0,0,2.0,1,0,0,0.0,0.0,0,1,0.50,0.143,SD
JackJOLoughlinOLoughlinP,0,0,4.66,4,0,0,0,0,0,9.2,13,5,5,1.0,0.0,5,6,1.86,.310,COL
GeraldGOgandoOgandoP,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0.0,0.0,0,1,0.00,0.0,BAL
LuisLLOrtizOrtizP,12,13,3.93,59,34,0,0,1,3,238.1,216,115,104,30.0,11.0,100,183,1.33,.239,CLE
ConnorCOvertonOvertonP,1,2,4.85,18,10,0,0,0,0,59.1,54,32,32,6.0,0.0,23,38,1.30,.251,NYM
TylerTOwensOwensP,1,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0.0,0.0,0,1,1.00,0.25,DET
NicholasNPadillaPadillaP,0,1,5.68,4,0,0,0,0,0,6.1,11,4,4,1.0,0.0,3,7,2.21,.379,PHI
EmilioEPagnPagnP,26,23,3.78,407,2,0,0,33,66,438.0,354,197,184,75.0,9.0,125,500,1.09,.217,CIN
ThomasTPannonePannoneP,7,7,5.46,50,13,0,0,0,0,118.2,115,73,72,20.0,8.0,47,102,1.37,.251,MIL
MitchellMParkerParkerP,7,10,4.29,29,29,0,0,0,0,151.0,154,82,72,18.0,2.0,43,133,1.30,.259,WSH
PaulshawnPPasqualottoPasqualottoP,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0.0,0.0,0,1,0.00,0.0,MIN
ChadCPatrickPatrickP,0,0,0.00,1,1,0,0,0,0,1.0,0,0,0,0.0,0.0,0,1,0.00,0.0,MIL
ElvisEPegueroPegueroP,11,10,4.08,127,0,0,0,3,12,132.1,131,70,60,12.0,7.0,61,113,1.45,.260,MIL
CDCPelhamPelhamP,0,0,7.04,10,0,0,0,0,0,7.2,12,6,6,0.0,0.0,4,7,2.09,.353,ATH
WalterWPenningtonPenningtonP,1,0,3.00,16,1,0,0,0,0,18.0,19,7,6,1.0,2.0,11,17,1.67,.268,TEX
AngelAPerdomoPerdomoP,4,2,5.55,52,0,0,0,0,0,48.2,36,33,30,7.0,6.0,34,77,1.44,.209,ATL
ChaseCPettyPettyP,0,0,0.00,1,0,0,0,0,0,2.0,0,0,0,0.0,0.0,1,1,0.50,0.0,CIN
ConnorCPhillipsPhillipsP,1,1,6.97,5,5,0,0,0,0,20.2,18,16,16,5.0,1.0,13,26,1.50,.220,CIN
MichaelMPlassmeyerPlassmeyerP,0,2,9.82,3,1,0,0,0,0,11.0,17,13,12,4.0,3.0,1,11,1.64,.354,TEX
ZachZPopPopP,8,5,4.45,158,0,0,0,1,5,155.2,151,89,77,18.0,12.0,53,123,1.31,.252,TOR
CodyCPoteetPoteetP,5,4,3.80,24,13,0,0,0,0,83.0,66,36,35,13.0,1.0,35,69,1.22,.216,CHC
CadeCPovichPovichP,3,9,5.20,16,16,0,0,0,0,79.2,80,49,46,12.0,3.0,34,69,1.43,.256,BAL
RyanRPresslyPresslyP,35,36,3.27,623,0,0,0,112,154,650.0,565,264,236,60.0,13.0,190,693,1.16,.232,CHC
AJAPuckettPuckettP,0,0,27.00,1,0,0,0,0,0,0.2,1,2,2,1.0,1.0,2,1,4.50,0.333,CHC
AlanARangelRangelP,0,0,0.00,1,0,0,0,0,0,2.0,1,0,0,0.0,0.0,1,1,1.00,0.143,PHI
DylanDRayRayP,0,0,9.00,1,0,0,0,0,0,1.0,2,1,1,0.0,0.0,0,1,2.00,0.4,AZ
OrlandoORibaltaRibaltaP,0,0,13.50,4,0,0,0,0,0,3.1,10,5,5,0.0,1.0,2,3,3.60,.500,WSH
TrevorTRichardsRichardsP,24,28,4.50,290,61,0,0,2,13,560.0,496,296,280,81.0,15.0,248,611,1.33,.236,CHC
LyonLRichardsonRichardsonP,0,2,9.35,5,4,0,0,0,0,17.1,19,18,18,7.0,0.0,16,13,2.02,.271,CIN
ChristianCRoaRoaP,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0.0,0.0,1,1,1.00,0.0,MIA
JoeJRockRockP,1,0,0.00,1,1,0,0,0,0,2.0,2,0,0,0.0,0.0,1,1,1.50,0.286,TB
KumarKRockerRockerP,0,2,3.86,3,3,0,0,0,0,11.2,12,6,5,1.0,1.0,6,14,1.54,.267,TEX
BrodyBRodningRodningP,0,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0.0,0.0,1,1,2.00,0.25,HOU
CarlosCRodriguezRodriguezP,0,3,7.30,3,3,0,0,0,0,12.1,19,11,10,3.0,0.0,3,9,1.78,.365,MIL
CarlosCRodnRodnP,75,63,3.85,198,193,3,1,0,1,1086.2,953,500,465,137.0,56.0,404,1206,1.25,.234,NYY
JohnJRooneyRooneyP,1,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0.0,0.0,0,1,0.00,0.0,MIA
